event_date,state,event_type,duration_days,precipitation_anomaly_mm,mei_index,temperature_anomaly_c,wind_anomaly_kmph,damage_estimate_millionusd,intensity_scale
17-05-2024,Himachal Pradesh,Flood,25,-96.69,-0.3,4.1,63.9,117.92,8
02-06-2024,West Bengal,Flood,10,281.71,2.04,1.94,64.67,96.9,2
21-01-2019,Chhattisgarh,Thunderstorm,7,-68.25,-0.91,6.94,104.39,126.54,9
01-08-2021,Delhi,Landslide,28,-95.16,2.33,-2.2,73.38,300.21,10
10-12-2024,Goa,Thunderstorm,7,356.61,-1.94,1.43,31.97,430.79,9
22-08-2015,Assam,Cyclone,26,302.67,-1.03,0.99,107.37,271.34,9
11-07-2017,Arunachal Pradesh,Flood,24,287.01,-0.08,-1.92,75.86,83.7,2
27-08-2023,Tamil Nadu,Cloudburst,11,-68.28,-0.77,3.36,144.64,305.28,7
13-06-2013,Gujarat,Thunderstorm,27,233.25,-0.51,3.81,10.24,196.33,2
10-06-2020,Uttar Pradesh,Cloudburst,26,-161.68,1.76,-1.3,143.6,293.47,10
21-09-2020,Goa,Flood,21,148.74,-2.11,1.73,34.03,266.84,6
24-12-2020,Tamil Nadu,Heatwave,7,349.41,2.51,-4.64,92.22,399.43,10
16-06-2014,Manipur,Thunderstorm,5,-65.1,-1.31,5.5,88.92,371.53,2
08-06-2017,Arunachal Pradesh,Cloudburst,6,-55.96,-2.85,3.67,128.12,477.98,7
09-04-2024,Chhattisgarh,Flood,7,360.26,0.64,5.82,27.2,462.32,5
08-12-2024,Manipur,Flood,19,155.47,1.85,3.46,79.93,217.19,10
23-08-2023,Odisha,Hailstorm,19,209.44,2.65,7.81,72.03,307.96,8
15-06-2021,Andhra Pradesh,Landslide,5,204.46,1.44,7.48,98.44,196.76,9
15-12-2024,Arunachal Pradesh,Cloudburst,7,153.86,0.2,-3.98,133.16,405.21,2
16-07-2019,Uttar Pradesh,Flood,7,-40.37,-1.13,-2.19,43.12,465.87,1
17-07-2023,Jharkhand,Thunderstorm,5,38.93,1.05,2.19,139.77,134.93,2
10-08-2019,Kerala,Heatwave,16,220.52,1.74,4.25,14.76,0.94,4
11-06-2017,Delhi,Heatwave,18,408.28,2.62,6.98,96.12,423.91,6
13-01-2020,Andhra Pradesh,Drought,25,146.65,-2.39,6.18,74.5,485.03,2
27-01-2013,Punjab,Thunderstorm,21,36.37,-0.49,5.42,41.64,81.99,2
12-07-2016,Punjab,Cyclone,7,-10.84,-1.93,5.18,39.42,358.21,10
13-02-2022,Delhi,Landslide,30,-195.9,-1.24,6.51,6.65,470.26,8
12-09-2010,Nagaland,Thunderstorm,10,265.3,0,7.06,14.92,217.33,3
13-12-2018,Uttar Pradesh,Hailstorm,13,59.14,-1.41,4.84,109.88,119.92,1
24-05-2017,Andhra Pradesh,Hailstorm,27,446.73,-2.13,1.31,130.8,273.96,5
27-07-2017,Maharashtra,Cyclone,15,-93.82,-1.93,-3.95,106.85,238.51,4
07-12-2018,Chhattisgarh,Cloudburst,21,-147.45,-0.14,-4.06,138.29,101.56,2
15-09-2022,Arunachal Pradesh,Heatwave,20,-119.26,1.36,2.81,2.44,182.45,8
08-05-2011,West Bengal,Cloudburst,5,61.99,-1.11,-1.85,141.49,277.55,6
05-09-2013,Uttar Pradesh,Cloudburst,19,249.82,-1.6,-1.37,70.14,269.8,5
21-12-2018,Sikkim,Heatwave,4,426.1,2.7,2.5,119.97,459.18,2
09-12-2023,Rajasthan,Drought,4,-141.36,0.31,1.21,114.16,261.04,7
20-09-2024,Rajasthan,Thunderstorm,18,250.43,2.76,-0.14,137.65,118.26,7
10-08-2010,Bihar,Drought,19,376.03,0.41,5.88,111.34,464.19,3
14-09-2024,Himachal Pradesh,Cloudburst,8,293.22,-2.67,-0.53,149.4,460.35,5
23-12-2015,Kerala,Flood,22,121.54,-0.02,4.64,42.82,426.72,4
20-06-2016,West Bengal,Landslide,21,-91.5,-1.47,-4.32,72.19,148.16,8
12-08-2013,Nagaland,Flood,14,-85.21,-0.34,7.18,26.27,462.28,6
02-06-2023,Andhra Pradesh,Landslide,14,291.41,-2.47,-3.17,48.59,434.01,7
09-09-2013,Himachal Pradesh,Heatwave,12,292.13,-1.34,-2.56,136.69,81.24,7
06-09-2015,Kerala,Drought,14,191.06,2.37,4.69,103.02,218.36,2
20-08-2016,West Bengal,Landslide,20,156.36,1.85,1.56,127.35,227.78,1
18-06-2020,Kerala,Heatwave,24,1.99,-0.49,-0.59,7.8,276.56,7
01-06-2016,Sikkim,Cloudburst,25,111.47,-2.77,4.52,76.56,104.75,3
08-12-2013,Assam,Drought,29,-183.6,-2.17,6.77,85.26,414.36,10
21-10-2020,Punjab,Thunderstorm,11,-35.07,-0.31,0.62,81.79,71.44,10
21-01-2010,Assam,Drought,10,467.87,2.73,3.64,82.67,420.65,5
20-09-2024,Haryana,Drought,21,250.59,2.81,-0.58,46.65,283.42,2
08-04-2021,Haryana,Thunderstorm,26,133.11,-0.48,3.04,9.04,89.02,7
04-09-2014,Maharashtra,Heatwave,27,-100.32,0.91,7.42,54.65,483.83,7
20-10-2020,Delhi,Hailstorm,13,268.79,-2.26,4.99,110.66,153.05,6
10-01-2022,Himachal Pradesh,Hailstorm,20,23.31,-0.68,7.09,71,30.73,5
01-01-2010,Madhya Pradesh,Cloudburst,27,478.25,-1.45,4.38,4.46,375.24,10
06-07-2024,Goa,Landslide,29,477.7,2.11,2.66,4.44,96.98,1
04-05-2017,Goa,Thunderstorm,7,-196.9,0.36,1.1,34.46,83.41,6
02-05-2017,Punjab,Hailstorm,28,219.33,-2.91,3.84,29.47,189.81,8
19-08-2014,Assam,Thunderstorm,5,135.66,1.59,7.1,115.6,160.24,10
09-08-2023,Bihar,Landslide,22,-26.13,2.95,-2.52,101.92,422.42,3
24-10-2010,Tripura,Landslide,8,-197.05,0.22,-4.01,121.68,271.63,10
10-04-2013,Karnataka,Landslide,18,-144.81,-0.14,1.19,4.9,472.11,5
12-04-2020,Nagaland,Landslide,8,-62.54,0.35,-1.09,93.68,474.88,3
25-06-2010,Meghalaya,Flood,12,476.6,-1.23,-0.44,89.33,216.48,6
12-01-2017,Gujarat,Landslide,3,483.29,1.56,-3.59,113.78,102.34,6
06-09-2018,Tamil Nadu,Cloudburst,30,77.28,2.58,5.22,142.79,4.72,10
25-01-2012,Kerala,Heatwave,14,-71.69,1.76,5.94,57.63,424.36,4
18-06-2014,Karnataka,Drought,8,-107.26,-2.87,3.75,72.45,425.23,3
24-01-2014,Rajasthan,Heatwave,14,213.62,-1.17,0.44,131.07,115.16,1
12-12-2014,Nagaland,Hailstorm,23,-105.27,-0.27,4.83,60.07,207.59,10
23-06-2011,Mizoram,Drought,16,325.65,1.9,-3.46,14.55,98.25,4
27-12-2014,Karnataka,Cyclone,14,347.52,-0.94,-0.11,128.57,260.41,2
06-09-2011,Gujarat,Hailstorm,16,12.41,2.49,-4.42,15.07,473.7,3
16-12-2020,Karnataka,Drought,18,313.37,-2.19,3.87,96.78,306.05,2
11-06-2017,Jharkhand,Hailstorm,29,122.05,0.96,-3.21,118.2,54.17,2
22-09-2013,Andhra Pradesh,Flood,21,49.26,2.37,1.53,10.66,361.59,3
22-04-2012,Tripura,Flood,28,106.6,-2.58,3.3,56.02,328.31,4
16-05-2018,Meghalaya,Cloudburst,12,273.72,-1.1,-4.34,75.2,194.54,5
10-07-2014,Bihar,Drought,16,118.8,2.23,-0.95,99.83,269.78,2
27-01-2011,West Bengal,Hailstorm,3,234.02,-1.62,4.45,52,188.69,8
04-05-2016,Assam,Cyclone,11,418.34,0.81,-3.5,58.72,206.14,1
16-06-2018,Jharkhand,Cyclone,10,37.93,1.26,6.02,33.64,412.18,6
21-05-2015,Assam,Cyclone,21,-88.94,-2.31,-4.35,67.14,497.46,5
13-06-2016,Gujarat,Flood,2,7.97,-0.83,4.89,40.63,96.68,4
23-12-2018,West Bengal,Flood,18,-91.32,2.38,3,76.98,136.79,7
01-01-2024,Sikkim,Flood,15,84.3,1.74,-1.36,114.4,173.52,10
14-05-2024,Goa,Heatwave,9,195.5,-0.83,3.27,138.75,3.54,9
10-12-2012,Tamil Nadu,Heatwave,28,214.77,1.72,2.35,55.72,284.2,9
18-04-2013,Jharkhand,Flood,29,407.71,-1.59,6.36,67.4,446.6,8
12-07-2022,Odisha,Landslide,21,314.44,-0.2,3.19,62.43,255.56,1
06-10-2024,Assam,Drought,27,435.69,1.14,-0.76,96.09,407.13,5
02-08-2018,Karnataka,Heatwave,11,-194.62,0.1,-2.47,10.2,398.69,10
22-08-2023,Jharkhand,Cloudburst,6,67.16,-0.58,-4.9,22.1,493.69,1
22-04-2022,Himachal Pradesh,Heatwave,20,50.24,1.87,-3.73,12.92,310.81,9
06-06-2015,Nagaland,Hailstorm,3,-146.81,0.74,-3.86,0.86,367.66,5
12-01-2018,Tripura,Drought,26,444.91,0.62,1.44,116.68,119.03,5
03-08-2022,Punjab,Heatwave,26,420.26,1.17,-0.99,142.89,308.97,3
13-08-2011,Nagaland,Cloudburst,16,277.51,-1.35,5.75,85.26,414.63,9
15-02-2024,Odisha,Drought,20,25.01,0.77,-0.2,63.91,39.1,8
05-10-2021,Goa,Heatwave,21,443.1,2.89,-0.07,89.62,418.55,5
18-05-2014,Mizoram,Flood,2,468.09,-2.47,3.24,144.27,273.39,9
22-05-2015,Maharashtra,Cyclone,20,137.09,-1.81,-0.58,24.47,115.16,9
07-09-2021,Mizoram,Flood,3,464.29,-1.58,-0.62,41.05,412.85,10
26-09-2022,Tamil Nadu,Heatwave,10,336.79,-2.67,-1.48,149.13,383.86,10
03-08-2013,Meghalaya,Flood,17,474.82,0.48,-4.84,10.19,138.81,7
19-09-2010,Rajasthan,Hailstorm,10,390.71,-1.85,2.73,92.37,183.84,7
23-12-2017,Meghalaya,Thunderstorm,2,-139.4,0.24,4.25,0.79,71.96,1
27-12-2012,Gujarat,Thunderstorm,26,135.89,-2.9,-1.48,134.47,159.14,5
20-01-2015,Tripura,Thunderstorm,1,32.29,2.68,2.86,72.69,494.94,10
05-08-2017,Meghalaya,Hailstorm,1,-80.93,-0.48,5.55,97.82,178.69,7
01-09-2010,Gujarat,Landslide,15,-168.83,1.83,0.87,111.88,223.39,5
23-09-2024,Punjab,Thunderstorm,16,478.01,1.02,5.71,137.43,384.89,2
02-09-2010,Assam,Flood,5,446.32,1.84,5.76,19.5,453.76,1
10-04-2021,Delhi,Cyclone,22,95.42,0.77,-2.68,141.47,83.6,8
02-04-2014,Odisha,Thunderstorm,7,-83.56,2.5,5.14,128.95,389.08,7
15-08-2021,Rajasthan,Drought,1,431.51,-1.55,6.2,9.62,96.05,3
18-09-2016,Gujarat,Landslide,2,39.91,-0.06,-2.71,135.41,482.96,9
21-10-2022,Uttar Pradesh,Drought,29,254.66,-2.62,2.01,99.31,107.67,1
24-01-2020,Bihar,Heatwave,18,115.82,1.7,5.55,37.66,285.71,10
11-06-2023,Kerala,Heatwave,2,261.53,-2.68,0.93,13.82,86,5
25-10-2019,Bihar,Cloudburst,26,383.96,0.6,3.23,43.43,41.79,4
03-09-2018,West Bengal,Thunderstorm,24,496.22,-2.53,4.05,77.83,455.61,1
27-07-2023,Sikkim,Flood,7,-2.25,0.37,2.32,46.48,461.85,8
19-01-2017,Tripura,Heatwave,1,-34.36,-1.82,-4.22,45.42,255.62,1
12-08-2010,Jharkhand,Flood,23,-178.41,-1.14,-4.4,74.4,291,10
25-09-2013,Punjab,Drought,18,-57.73,-2.5,2.63,77.2,156.04,7
14-01-2022,Arunachal Pradesh,Thunderstorm,10,339.35,-2.49,-0.51,18.77,323.77,8
03-08-2015,Nagaland,Landslide,9,384.49,-0.46,-1.53,11.18,124.78,9
21-09-2016,Tamil Nadu,Landslide,3,487.73,0.97,5.72,21.26,243.82,5
12-09-2012,Tamil Nadu,Heatwave,10,424.06,-1.64,-1.53,96.34,73.51,9
11-06-2021,Maharashtra,Heatwave,26,-88.23,2.5,-1.26,95.53,299.14,3
05-06-2018,Uttarakhand,Hailstorm,26,56.37,1.01,7.17,46.6,94.51,5
07-10-2020,Delhi,Cyclone,30,219.33,-3,4.18,47.31,118.24,2
09-10-2019,Maharashtra,Thunderstorm,8,-115.83,-2.88,0.27,14.19,29.64,8
15-06-2013,Meghalaya,Thunderstorm,21,-106.43,2.97,2.25,73.38,235.19,6
11-01-2022,Sikkim,Thunderstorm,27,38.26,2.68,-1.45,86.06,487.03,8
23-06-2014,Odisha,Hailstorm,26,148.58,1.92,4.27,81.63,168.69,10
17-10-2022,Mizoram,Cloudburst,7,101.43,-0.47,6.02,23.69,28.87,5
20-12-2017,Tripura,Landslide,21,29.54,1.25,-3.73,119.88,492.42,4
04-10-2019,Uttarakhand,Cyclone,29,21.54,2.09,-0.96,80.5,442.4,3
07-10-2020,Gujarat,Heatwave,25,488.32,0.33,-3.16,52.42,463.63,7
24-07-2013,Delhi,Landslide,18,406.42,2,4.35,117.66,450.68,2
14-09-2019,Andhra Pradesh,Heatwave,11,377.09,2.36,-0.84,58.31,184.9,10
01-06-2013,Delhi,Heatwave,11,452.64,0.82,7.57,92.04,374.75,2
27-05-2016,Manipur,Heatwave,1,-185.43,-2.54,4.45,120.31,253.84,8
08-12-2022,Mizoram,Heatwave,4,312.93,-2.77,-2.93,26.6,156.18,8
20-01-2011,Jharkhand,Hailstorm,16,420.17,2.77,4.29,86.37,326.6,4
27-07-2015,Delhi,Cloudburst,1,66.64,1.37,-3.53,122.93,98.41,8
18-04-2011,Rajasthan,Cloudburst,17,-116.83,-0.46,6.36,117.76,434.24,9
23-10-2018,Punjab,Flood,11,-131.25,0.64,4.71,73.85,493.98,1
25-08-2020,Arunachal Pradesh,Thunderstorm,13,218.94,1.74,-2.51,32.68,426.56,9
18-07-2018,Mizoram,Flood,24,334.28,-2.52,0.1,106.33,58.46,6
20-09-2016,Kerala,Heatwave,13,267.56,1.65,6.71,41.18,413.44,8
17-08-2016,Rajasthan,Heatwave,20,198.41,2.99,-3.37,89.53,447.69,7
13-02-2012,Delhi,Hailstorm,5,157.67,-1.91,0.18,19.38,121.22,6
23-04-2018,Assam,Flood,7,78.41,2,-1.39,34.73,288.44,5
09-01-2014,Jharkhand,Flood,26,48.4,-2.11,0.44,110.71,445.51,6
10-08-2015,Delhi,Thunderstorm,6,-88.43,-0.2,3.39,84.26,354.5,1
23-06-2011,Nagaland,Landslide,20,436.08,-2.05,5.91,69.52,71.94,4
07-07-2024,Assam,Drought,2,-4.85,0.37,1.01,118.5,225.45,2
05-09-2022,Delhi,Thunderstorm,7,306.48,2.29,2.12,86.69,433.68,9
19-07-2010,Chhattisgarh,Heatwave,4,401.44,2.37,-4.38,6.98,194.25,8
12-07-2018,Meghalaya,Flood,17,-21.91,0.99,2.35,129.55,17.4,10
02-08-2014,Assam,Drought,30,319.81,2.05,6.58,11.87,384.56,9
11-10-2019,Telangana,Landslide,3,386.8,-1.53,7.72,114.56,395.1,5
14-12-2017,Jharkhand,Drought,17,231.61,-0.19,0.95,66.67,243.2,4
06-09-2020,Nagaland,Drought,20,231.98,-1.51,1.93,137.59,395.74,2
02-07-2017,Kerala,Drought,17,-121.86,-0.67,3.55,42.38,305.46,4
24-04-2013,Punjab,Landslide,5,37.26,2.91,5.46,78.53,286.25,9
08-06-2018,Maharashtra,Cyclone,13,363.9,2.12,-1.02,148.78,430.53,4
13-09-2018,Haryana,Landslide,9,10,0.42,-4.32,50.91,40.35,8
18-07-2017,Bihar,Thunderstorm,17,-130.1,1.25,4.98,83.69,95.87,10
20-05-2011,Telangana,Hailstorm,3,-147.82,0.44,3.83,16.5,120.91,3
03-07-2010,West Bengal,Flood,27,491.37,1.03,-3.44,21.37,96.01,2
12-01-2013,Uttarakhand,Hailstorm,25,77.9,-0.11,-0.36,45.78,147.49,3
26-12-2016,Mizoram,Hailstorm,23,457.68,-0.49,1.04,67.18,454.18,1
23-04-2012,Assam,Hailstorm,4,212.15,-0.05,1.24,20.17,61.92,7
11-08-2022,Nagaland,Hailstorm,4,353.18,-0.09,6.28,36.32,131.66,8
20-09-2018,Jharkhand,Cloudburst,12,-182.88,1.61,3.23,22.9,265.43,2
15-10-2010,Himachal Pradesh,Landslide,5,-192.34,0.63,3.82,148.77,76.55,10
06-02-2023,Kerala,Heatwave,20,271.4,2.73,3.68,15.03,377.65,4
09-04-2015,West Bengal,Cyclone,4,119.83,1.67,3.87,115.27,347.25,3
26-07-2019,Chhattisgarh,Thunderstorm,17,-138.73,0.86,0.12,77.02,40.94,1
18-08-2018,Karnataka,Flood,29,-22.74,-2.63,-1.78,145.56,87.31,1
18-01-2010,Meghalaya,Cloudburst,10,86.14,-0.03,0.66,131.72,12.02,6
24-04-2021,Odisha,Heatwave,15,-168.04,-2.43,-1.1,23.55,237.56,1
14-05-2012,Punjab,Cyclone,14,346.59,1.29,-0.85,140.5,67.97,5
16-01-2023,West Bengal,Drought,14,-187.53,0.8,-4.07,83.82,104.91,3
17-01-2021,Chhattisgarh,Landslide,28,-193.7,-0.16,5.33,35.12,419.78,8
23-01-2022,Uttar Pradesh,Landslide,16,373.65,0.85,2.82,142.3,141.05,5
25-04-2012,Madhya Pradesh,Landslide,28,300.39,-1.44,-3.13,139.23,229.95,7
10-01-2013,Gujarat,Heatwave,1,135.3,2.81,2.34,103.38,411.34,8
21-06-2024,Uttarakhand,Thunderstorm,1,130.55,2.33,-2.33,22.28,108.01,4
12-10-2020,Manipur,Thunderstorm,1,305.07,2.35,-4.57,145.31,439.9,5
11-04-2017,Arunachal Pradesh,Cyclone,13,290.06,2.46,-0.28,90.62,487.35,2
19-04-2010,Punjab,Thunderstorm,3,300.67,-0.09,2.84,35.51,148.59,6
02-09-2016,Sikkim,Flood,30,323.99,1.18,-4.6,37.4,189.3,3
20-09-2023,Telangana,Drought,18,465.77,0.88,-0.95,72.31,410.94,3
15-01-2016,Odisha,Drought,2,497.49,1.98,-1.56,91.41,61.17,9
24-01-2011,Himachal Pradesh,Drought,29,-8.3,-0.57,-1.08,78.4,87.59,4
16-04-2022,Meghalaya,Heatwave,30,91.48,0.68,-1.55,37.96,270.32,10
02-05-2015,Delhi,Thunderstorm,6,381.8,0.46,1.93,0.68,127.75,2
19-06-2024,Nagaland,Cyclone,26,227.7,0.08,1.33,87.99,262.61,6
20-04-2021,Bihar,Thunderstorm,1,-163.7,1.69,-0.66,92.59,360.61,8
07-02-2024,Himachal Pradesh,Heatwave,17,40.27,-0.76,3.89,24.01,360.82,1
15-05-2018,Maharashtra,Flood,18,145.45,2.68,3.3,11.41,213.62,5
13-01-2013,Delhi,Heatwave,25,-38.61,-0.08,2.41,70.16,209.19,3
22-05-2016,Karnataka,Hailstorm,28,-60.49,0.64,1.53,104.4,11.03,9
24-06-2019,Haryana,Landslide,4,266.21,2.48,-4.36,19.34,483.36,3
06-12-2011,Punjab,Thunderstorm,20,327.82,-2.94,7.1,36.49,26.82,8
02-05-2014,Kerala,Flood,27,-78.28,-2,-0.6,67.56,444.05,5
01-04-2014,Uttar Pradesh,Drought,19,165.6,2.83,-2.88,60.78,427.13,7
27-05-2024,Tamil Nadu,Flood,3,418.69,0.97,-3.18,68.35,457.35,1
10-04-2012,Uttar Pradesh,Drought,10,240.82,-0.3,4.64,140.38,222.81,1
22-06-2022,Telangana,Landslide,5,405.09,2.62,-4.85,90.79,280.43,7
23-05-2015,Manipur,Drought,21,-76.21,-1.88,1.98,10.49,280.87,4
08-06-2018,Rajasthan,Landslide,11,283.7,-2.11,6.08,47.52,9.73,1
24-12-2023,Kerala,Thunderstorm,5,493.31,1.41,-3.11,16.65,395.47,7
17-12-2018,Madhya Pradesh,Cyclone,19,10.61,2.67,-0.1,82.95,139.11,10
05-12-2020,Tamil Nadu,Landslide,27,-179.63,2.38,-0.43,139.44,104.86,3
09-04-2016,Jharkhand,Cloudburst,4,253.65,-2.37,5.67,12.28,182.38,2
19-01-2018,Nagaland,Cyclone,24,-176.13,2.73,2.31,97.14,329.45,1
16-08-2010,Goa,Flood,19,94.85,0.83,5.21,62.91,330.77,1
21-08-2017,Haryana,Flood,17,142.26,-1.24,1.92,136.65,136.9,3
15-01-2020,Haryana,Hailstorm,18,56.97,2.87,4.42,26.48,272.2,7
20-08-2018,Manipur,Cloudburst,14,-76.63,2.9,0.11,8.09,178.63,7
05-09-2015,Uttar Pradesh,Cyclone,16,70.15,-0.38,-4.98,25.09,215.23,5
04-10-2015,Tamil Nadu,Heatwave,2,358.31,0.19,0.73,10.6,218.84,4
21-08-2012,Punjab,Cloudburst,16,313.17,1.97,2.24,78.64,246.11,3
11-09-2014,Meghalaya,Cyclone,1,438.15,2.5,2.06,102.49,451.44,5
16-01-2011,Karnataka,Hailstorm,25,230.66,-2.6,3.46,23.08,116.23,8
19-06-2013,Himachal Pradesh,Cyclone,21,492.23,0,-4.66,33.76,463.82,1
05-08-2023,Goa,Flood,30,273.23,0.19,1.47,141.89,144.58,6
27-05-2024,Himachal Pradesh,Cloudburst,28,409.74,-2.75,-3.38,99.51,98.55,2
02-10-2024,Andhra Pradesh,Cyclone,5,31.8,2.01,-0.55,107.4,322.31,2
06-07-2019,Nagaland,Hailstorm,12,-124.05,-0.3,1.74,63.39,476.02,1
26-01-2012,Arunachal Pradesh,Cloudburst,19,157.84,2.83,7.24,58.42,60.75,9
08-12-2024,Punjab,Heatwave,26,14.1,-2.84,3.47,96.07,273.91,4
11-12-2019,Uttarakhand,Drought,23,403.46,-2.09,1.9,117.27,416.96,8
14-06-2023,Himachal Pradesh,Cyclone,18,132.08,-3,3.25,137.53,313.68,9
27-07-2019,Uttar Pradesh,Hailstorm,5,-156.29,-2.04,6.48,14.31,408.75,5
10-12-2010,Uttarakhand,Thunderstorm,10,423.51,-0.76,-2.86,76.84,427.13,2
03-01-2024,Manipur,Hailstorm,24,277.12,0.13,7.19,49.2,436.91,1
24-05-2015,Haryana,Heatwave,25,123.17,1.54,0.52,133.65,404.53,6
07-05-2020,Chhattisgarh,Cyclone,25,132.43,-0.06,7.88,6.59,393.43,6
17-07-2020,Gujarat,Drought,5,89.2,-0.05,6.61,116.6,142.46,5
23-08-2016,Assam,Flood,11,23.17,-2.69,-4.51,139.74,418.44,9
26-09-2012,Tamil Nadu,Heatwave,8,-173.08,-1.17,-4.29,123,194.53,10
07-08-2022,Himachal Pradesh,Landslide,21,36.19,-1.18,3.74,52.64,378.4,2
19-07-2012,Haryana,Drought,20,301.99,2.7,7.92,101.45,334.76,6
09-07-2020,Odisha,Landslide,12,304.77,-2.76,-3.84,33.77,217.57,8
24-04-2016,Telangana,Hailstorm,9,-154.94,2.25,3.45,34.21,74.4,7
18-07-2018,Gujarat,Thunderstorm,26,126.4,-2.78,-4.35,22.8,100.15,10
11-10-2010,West Bengal,Heatwave,28,-50.23,2.12,-2.92,80.92,391.73,2
06-06-2013,Assam,Heatwave,20,-77.47,0.79,2.89,106.41,161.51,5
26-04-2020,Meghalaya,Cyclone,7,-107.21,-1.71,6.7,8.07,223.13,1
05-10-2017,Rajasthan,Heatwave,2,210.17,-1.23,-0.37,74.45,21.98,2
06-01-2014,Kerala,Cyclone,7,-90.43,1.56,3.15,1.13,381.44,6
21-05-2024,Uttarakhand,Cyclone,16,-111.85,-0.34,0.62,0.35,445.6,1
09-04-2017,Uttar Pradesh,Drought,28,323.58,-0.45,-3.8,0.78,99.61,3
05-04-2014,Uttarakhand,Cyclone,13,393.36,1.57,-1.47,12.94,61.59,2
16-12-2012,Nagaland,Heatwave,13,50.35,-2.72,2.71,26.96,36.34,2
16-07-2011,Punjab,Flood,20,242.63,-1.83,3.63,42.45,167.3,3
03-04-2022,Tripura,Cyclone,19,351.03,-1.19,2.98,89.01,74.37,2
14-09-2016,Karnataka,Flood,1,-133.34,-2.6,4.92,12.54,159.02,5
01-09-2017,Himachal Pradesh,Landslide,12,283.38,-0.42,6.84,29.05,169.18,3
22-05-2014,Kerala,Landslide,30,140.8,1.3,6.42,16.35,336.7,4
10-09-2016,Maharashtra,Cyclone,18,467.12,-2.34,0.22,128.76,272.7,5
23-01-2012,Himachal Pradesh,Hailstorm,7,-13.53,2.52,0.99,130.57,153.39,8
26-12-2022,Odisha,Cloudburst,6,239.17,2.23,7.08,139.38,296.71,1
17-08-2011,Uttarakhand,Thunderstorm,7,355.55,-2.15,5.4,26.94,425.86,3
03-07-2016,Chhattisgarh,Heatwave,17,120.13,-0.61,0.04,59.19,145.79,10
03-01-2023,Rajasthan,Cyclone,17,386.3,-2,1.37,123.74,419.04,8
10-12-2021,Chhattisgarh,Cloudburst,21,-3.64,-1.59,-3.7,67.41,93.29,3
16-06-2012,Punjab,Thunderstorm,15,49.01,-0.7,-2.51,45.32,67.7,8
05-04-2011,Rajasthan,Drought,22,261.01,-1.99,7.74,107.31,246.49,8
26-08-2019,Sikkim,Cyclone,25,239.1,-2.62,6.11,22.47,124.98,2
04-09-2011,Meghalaya,Cloudburst,10,361.27,-1.24,-2.18,23.84,102.69,1
01-06-2016,Nagaland,Drought,12,449.9,-0.56,2.71,123.58,242.86,1
15-05-2017,Rajasthan,Heatwave,4,1.12,-0.55,3.63,123.53,421.82,5
13-08-2013,Odisha,Landslide,3,90.67,1.69,3.64,18.63,90.45,8
15-07-2016,Odisha,Cyclone,22,71.27,-2.43,1.78,57.92,168.78,6
09-09-2017,West Bengal,Thunderstorm,18,45.82,-0.55,-0.06,54.83,118.15,5
25-06-2014,Gujarat,Thunderstorm,30,-104.26,2.32,2.06,3.84,311.37,8
08-10-2012,Mizoram,Cyclone,11,189.77,-2.3,7.2,5.64,133.88,4
10-04-2010,Karnataka,Landslide,12,113.28,2.61,-0.82,108.18,149.95,10
19-12-2014,Karnataka,Drought,19,-35.07,-2.59,2.49,125.62,6.81,4
18-06-2011,Andhra Pradesh,Heatwave,27,495.77,0.81,-2.3,1.33,29.32,10
05-01-2013,Haryana,Hailstorm,5,346.13,-1.11,5.88,111.25,49.48,2
27-12-2020,Karnataka,Hailstorm,18,328.04,0.76,3.27,65.19,330.71,9
11-08-2015,Meghalaya,Flood,15,-85.6,0.12,-3.13,95.69,457.02,5
20-08-2014,Tamil Nadu,Flood,6,-61.59,-2.48,1.77,109.9,391.28,5
18-09-2015,Tripura,Hailstorm,17,109.21,2.48,-0.24,84.65,91.02,9
15-07-2017,Rajasthan,Hailstorm,5,71.8,-2.84,4.95,77.39,422.25,3
20-09-2012,Punjab,Drought,18,-34.38,0.9,4.94,120.13,257.26,6
02-12-2021,Himachal Pradesh,Thunderstorm,6,330.16,0.18,3.54,116.09,62.24,6
20-12-2013,Assam,Flood,3,493.01,0.83,1.96,12.24,144.54,8
13-06-2022,Uttar Pradesh,Heatwave,25,6.96,-0.28,4.56,78.71,473.48,6
18-12-2024,Mizoram,Drought,17,-151.69,2.44,-3.32,143.97,469.09,7
16-04-2023,Manipur,Thunderstorm,18,221.89,-0.85,0.86,71.21,488.86,8
10-07-2018,Delhi,Flood,3,-58.12,0.91,1.22,110.1,246.36,8
04-07-2016,Rajasthan,Heatwave,4,180.21,2.58,1.88,143.35,75.85,6
25-09-2024,Chhattisgarh,Flood,7,460.1,-1.3,-1.49,110.93,161.56,10
04-07-2022,Tamil Nadu,Hailstorm,12,-29.47,-0.27,5.84,63.7,42.33,10
16-10-2010,Goa,Heatwave,12,490.64,-1.43,-4.74,28.3,192.75,8
06-12-2016,Odisha,Landslide,16,115.07,2.83,-2.28,60.35,311.99,6
23-06-2012,Delhi,Hailstorm,11,486.71,1.49,0.63,129.48,428.85,6
05-04-2015,Telangana,Flood,13,367.93,0.12,-2.43,27.89,146.55,4
26-06-2021,West Bengal,Hailstorm,29,484.23,2.39,3.65,43.05,298.77,10
02-12-2020,Kerala,Cloudburst,11,342.1,0.73,5.26,37.52,235.95,6
